date,DrCr,amount,balance,mode,name,Day,Month,Year,Tday
2023-05-02,Cr,5000.0,68750.13,UPI,MOHAMMEDI,02,05,2023,227
2023-05-05,Db,26286.0,42464.13,UPI,HDFCBANK,05,05,2023,228
2023-05-06,Cr,52449.0,94913.13,NEFT,,06,05,2023,229
2023-05-07,Cr,880.0,95793.13,UPI,SANTOSHI,07,05,2023,230
2023-05-08,Db,1520.0,94273.13,UPI,SUNILKA,08,05,2023,231
2023-05-11,Db,9000.0,85273.13,ATM,,11,05,2023,232
2023-05-11,Db,9000.0,76273.13,ATM,,11,05,2023,232
2023-05-11,Db,1000.0,75273.13,UPI,ABUTALAH,11,05,2023,232
2023-05-16,Db,26286.0,48987.13,UPI,HDFCBANK,16,05,2023,233
2023-05-18,Db,666.0,48321.13,UPI,PHONEPE,18,05,2023,234
2023-05-18,Cr,600.0,48921.13,UPI,RAHILMAN,18,05,2023,234
2023-05-20,Db,3000.0,45921.13,UPI,ABUTALAH,20,05,2023,235
2023-05-21,Db,1700.0,44221.13,UPI,ABUTALAH,21,05,2023,236
2023-05-23,Db,4000.0,40221.13,UPI,MANENTER,23,05,2023,237
2023-05-23,Db,2000.0,38221.13,UPI,NAFEESAB,23,05,2023,237
2023-05-23,Cr,550.0,38771.13,UPI,NAFEESAB,23,05,2023,237
2023-05-25,Cr,2200.0,40971.13,UPI,NAFEESAB,25,05,2023,238
2023-05-27,Db,600.0,40371.13,UPI,NAFEESAB,27,05,2023,239
2023-05-28,Db,3000.0,37371.13,UPI,ABUTALAH,28,05,2023,240
2023-05-30,Db,420.0,36951.13,UPI,HESCOMBI,30,05,2023,241
2023-06-01,Cr,49949.0,86900.13,NEFT,,01,06,2023,242
2023-06-01,Db,1000.0,85900.13,UPI,ABUTALAH,01,06,2023,242
2023-06-01,Cr,11500.0,97400.13,UPI,NAFEESAB,01,06,2023,242
2023-06-02,Db,26286.0,71114.13,UPI,HDFCBANK,02,06,2023,243
2023-06-02,Db,9000.0,62114.13,ATM,,02,06,2023,243
2023-06-02,Db,9000.0,53114.13,ATM,,02,06,2023,243
2023-06-05,Db,3020.0,50094.13,UPI,VINAYAKV,05,06,2023,244
2023-06-05,Db,1000.0,49094.13,UPI,ABUTALAH,05,06,2023,244
2023-06-05,Db,1000.0,48094.13,UPI,ABUTALAH,05,06,2023,244
2023-06-14,Db,6977.0,41117.13,UPI,HDFCBANK,14,06,2023,245
2023-06-16,Db,2000.0,39117.13,UPI,BUDESAHEB,16,06,2023,246
2023-06-19,Cr,10000.0,49117.13,UPI,KOTINATOT,19,06,2023,247
2023-06-20,Db,1000.0,48117.13,UPI,ABUTALAH,20,06,2023,248
2023-06-21,Db,1450.0,46667.13,UPI,IBRAHIMK,21,06,2023,249
2023-06-21,Db,440.0,46227.13,UPI,IBRAHIMK,21,06,2023,249
2023-06-22,Db,9000.0,37227.13,ATM,,22,06,2023,250
2023-06-24,Db,12.0,37215.13,SMS CHARGES,,24,06,2023,251
2023-06-25,Db,750.0,36465.13,UPI,KANSINGH,25,06,2023,252
2023-06-25,Db,335.0,36130.13,UPI,ASHOKHUC,25,06,2023,252
2023-06-27,Db,1000.0,35130.13,UPI,ABUTALAH,27,06,2023,253
2023-06-29,Db,18000.0,17130.13,UPI,ABUTALAH,29,06,2023,254
2023-06-29,Db,7000.0,10130.13,UPI,KHALILABA,29,06,2023,254
2023-07-02,Db,340.0,9790.13,UPI,ASHOKHUC,02,07,2023,255
2023-07-02,Db,9000.0,790.13,ATM,,02,07,2023,255
2023-07-02,Cr,9000.0,9790.13,ATM,,02,07,2023,255
2023-07-02,Db,20.0,9770.13,UPI,ABUTALAH,02,07,2023,255
2023-07-03,Db,3020.0,6750.13,UPI,SUNILKA,03,07,2023,256
2023-07-03,Db,6000.0,750.13,ATM,,03,07,2023,256
2023-07-04,Cr,51705.0,52455.13,NEFT,,04,07,2023,257
2023-07-04,Cr,11500.0,63955.13,UPI,NAFEESAB,04,07,2023,257
2023-07-05,Db,500.0,63455.13,UPI,ABUTALAH,05,07,2023,258
2023-07-05,Db,339.0,63116.13,UPI,FLIPKART,05,07,2023,258
2023-07-06,Db,500.0,62616.13,UPI,ABUTALAH,06,07,2023,259
2023-07-06,Db,26286.0,36330.13,UPI,DADAKHALA,06,07,2023,259
2023-07-08,Cr,7000.0,43330.13,UPI,ASGARALI,08,07,2023,260
2023-07-08,Db,7000.0,36330.13,ATM,,08,07,2023,260
2023-07-10,Cr,7.09,36337.22,ECS,,10,07,2023,261
2023-07-10,Cr,7.09,36344.31,ECS,,10,07,2023,261
2023-07-10,Cr,2000.0,38344.31,UPI,BUDESAHEB,10,07,2023,261
2023-07-11,Db,990.0,37354.31,UPI,DADAKHALA,11,07,2023,262
2023-07-11,Cr,16847.0,54201.31,UPI,DADAKHALA,11,07,2023,262
2023-07-12,Db,964.98,53236.33,UPI,ECOMEXPRE,12,07,2023,263
2023-07-12,Cr,9780.0,63016.33,NEFT,,12,07,2023,263
2023-07-13,Db,26847.0,36169.33,UPI,HDFCBANK,13,07,2023,264
2023-07-16,Db,2119.0,34050.33,UPI,HESCOMBI,16,07,2023,265
2023-07-17,Db,260.0,33790.33,UPI,IBRAHIMK,17,07,2023,266
2023-07-19,Db,500.0,33290.33,UPI,ABUTALAH,19,07,2023,267
2023-07-20,Db,220.0,33070.33,UPI,ASHOKHUC,20,07,2023,268
2023-07-20,Db,2000.0,31070.33,UPI,MAHAMMADH,20,07,2023,268
2023-07-21,Db,339.0,30731.33,UPI,FLIPKART,21,07,2023,269
2023-07-24,Db,5000.0,25731.33,UPI,AKHEELAH,24,07,2023,270
2023-07-25,Db,1300.0,24431.33,UPI,BHAJARANG,25,07,2023,271
2023-07-25,Db,5000.0,19431.33,ATM,,25,07,2023,271
2023-07-25,Cr,100.0,19531.33,UPI,MAHAMMADG,25,07,2023,271
2023-07-28,Db,20.0,19511.33,OTHER,,28,07,2023,272
2023-07-28,Db,5000.0,14511.33,ATM,,28,07,2023,272
2023-07-31,Db,3020.0,11491.33,UPI,SUNILKA,31,07,2023,273
2023-08-01,Cr,324.0,11815.33,SBINT,,01,08,2023,274
2023-08-02,Cr,7.09,11822.42,ECS,,02,08,2023,275
2023-08-03,Db,10000.0,1822.42,ATM,,03,08,2023,276
2023-08-03,Db,62.0,1760.42,UPI,JIOINAPP,03,08,2023,276
2023-08-03,Db,100.0,1660.42,UPI,ABUTALAH,03,08,2023,276
2023-08-04,Db,223.0,1437.42,UPI,FLIPKART,04,08,2023,277
2023-08-04,Db,722.0,715.42,UPI,JIOINAPP,04,08,2023,277
2023-08-09,Cr,3000.0,3715.42,UPI,KOTINATOT,09,08,2023,278
2023-08-09,Db,2000.0,1715.42,UPI,ABUTALAH,09,08,2023,278
2023-08-10,Db,669.0,1046.42,UPI,JIOINAPP,10,08,2023,279
2023-08-12,Cr,1500.0,2546.42,UPI,KOTINATOT,12,08,2023,280
2023-08-12,Db,2200.0,346.42,UPI,SANJAYLA,12,08,2023,280
2023-08-13,Db,1.0,345.42,UPI,BANKACCO,13,08,2023,281
2023-08-16,Cr,51905.0,52250.42,NEFT,,16,08,2023,282
2023-08-17,Db,26286.0,25964.42,UPI,HDFCBANK,17,08,2023,283
2023-08-17,Db,300.0,25664.42,UPI,ABUTALAH,17,08,2023,283
2023-08-18,Cr,12500.0,38164.42,UPI,NAFEESAB,18,08,2023,284
2023-08-27,Db,450.0,37714.42,UPI,NAFEESAB,27,08,2023,285
2023-08-28,Db,3020.0,34694.42,UPI,SUNILKA,28,08,2023,286
2023-08-28,Cr,2000.0,36694.42,UPI,MANIYARA,28,08,2023,286
2023-08-28,Db,1107.0,35587.42,UPI,AMAZONPA,28,08,2023,286
2023-08-28,Db,9000.0,26587.42,ATM,,28,08,2023,286
2023-08-29,Db,410.0,26177.42,UPI,ASHOKHUC,29,08,2023,287
2023-08-30,Cr,934.16,27111.58,NEFT,,30,08,2023,288
2023-09-02,Cr,12500.0,39611.58,UPI,NAFEESAB,02,09,2023,289
2023-09-02,Cr,51905.0,91516.58,NEFT,,02,09,2023,289
2023-09-02,Db,1.0,91515.58,UPI,DADAKHALA,02,09,2023,289
2023-09-03,Db,200.0,91315.58,UPI,ASHOKHUC,03,09,2023,290
2023-09-03,Db,1530.0,89785.58,UPI,SHRIRAGH,03,09,2023,290
2023-09-03,Cr,1.0,89786.58,UPI,DADAKHALA,03,09,2023,290
2023-09-04,Db,200.0,89586.58,UPI,ABUTALAH,04,09,2023,291
2023-09-04,Db,9000.0,80586.58,ATM,,04,09,2023,291
2023-09-04,Db,85.0,80501.58,UPI,DADAKHALA,04,09,2023,291
2023-09-05,Db,26286.0,54215.58,UPI,DADAKHALA,05,09,2023,292
2023-09-05,Db,19.0,54196.58,UPI,JIOINAPP,05,09,2023,292
2023-09-06,Db,5000.0,49196.58,UPI,NAFEESAB,06,09,2023,293
2023-09-07,Cr,1700.0,50896.58,UPI,KOTINATOT,07,09,2023,294
2023-09-08,Db,580.0,50316.58,UPI,ASHOKHUC,08,09,2023,295
2023-09-08,Db,3050.0,47266.58,UPI,MANAPPURA,08,09,2023,295
2023-09-08,Db,5000.0,42266.58,ATM,,08,09,2023,295
2023-09-08,Db,62.0,42204.58,UPI,JIOINAPP,08,09,2023,295
2023-09-10,Db,1500.0,40704.58,UPI,ABUTALAH,10,09,2023,296
2023-09-12,Db,120.0,40584.58,UPI,ASHOKHUC,12,09,2023,297
2023-09-12,Cr,84.0,40668.58,ECS,,12,09,2023,297
2023-09-13,Db,540.0,40128.58,UPI,FLIPKART,13,09,2023,298
2023-09-13,Db,1530.0,38598.58,UPI,SHRIRAGH,13,09,2023,298
2023-09-13,Db,9000.0,29598.58,ATM,,13,09,2023,298
2023-09-14,Cr,37230.0,66828.58,FUNDS TRANSFER DEBIT,,14,09,2023,299
2023-09-16,Db,824.0,66004.58,UPI,HESCOMBI,16,09,2023,300
2023-09-17,Db,888.0,65116.58,UPI,FLIPKART,17,09,2023,301
2023-09-17,Db,793.0,64323.58,UPI,MEESHO,17,09,2023,301
2023-09-20,Db,1700.0,62623.58,UPI,SHRIRAGH,20,09,2023,302
2023-09-21,Db,422.0,62201.58,UPI,ASHOKHUC,21,09,2023,303
2023-09-21,Db,10000.0,52201.58,ATM,,21,09,2023,303
2023-09-22,Db,500.0,51701.58,UPI,ABUTALAH,22,09,2023,304
2023-09-23,Cr,7.09,51708.67,ECS,,23,09,2023,305
2023-09-23,Db,17.0,51691.67,SMS CHARGES,,23,09,2023,305
2023-09-25,Db,3020.0,48671.67,UPI,SUNILKA,25,09,2023,306
2023-09-25,Db,500.0,48171.67,UPI,MAHAMMADH,25,09,2023,306
2023-09-25,Db,740.0,47431.67,UPI,ASHOKHUC,25,09,2023,306
2023-09-25,Db,100.0,47331.67,UPI,ABUTALAH,25,09,2023,306
2023-09-25,Db,669.0,46662.67,UPI,JIOINAPP,25,09,2023,306
2023-09-27,Db,10000.0,36662.67,ATM,,27,09,2023,307
2023-10-01,Db,3600.0,33062.67,UPI,INDIANIN,01,10,2023,308
2023-10-03,Db,530.0,32532.67,UPI,ASHOKHUC,03,10,2023,309
2023-10-03,Db,1000.0,31532.67,UPI,DADAKHALA,03,10,2023,309
2023-10-04,Db,26286.0,5246.67,UPI,DADAKHALA,04,10,2023,310
2023-10-04,Db,220.0,5026.67,UPI,DADAKHALA,04,10,2023,310
2023-10-04,Db,286.0,4740.67,UPI,DADAKHALA,04,10,2023,310
2023-10-05,Cr,51905.0,56645.67,NEFT,,05,10,2023,311
2023-10-05,Db,48.0,56597.67,UPI,AYUBRAJE,05,10,2023,311
2023-10-06,Cr,41050.0,97647.67,CHEQUE,,06,10,2023,312
2023-10-06,Cr,107.8,97755.47,ECS,,06,10,2023,312
2023-10-06,Cr,23586.0,121341.47,UPI,DADAKHALA,06,10,2023,312
2023-10-06,Db,26286.0,95055.47,UPI,HDFCBANK,06,10,2023,312
2023-10-07,Db,100.0,94955.47,UPI,LAGADEKSA,07,10,2023,313
